timestamp,channelID,sampleTime,value
51400,6476,4,EM,1,100,RS,RE,PS,MN
51294,6473,2,AK,1,100,5638,RD
51297,6474,2,AK,1,100,5638,RD
51298,6475,2,RD,1,100,TL,TU
51400,6476,4,EM,1,100,RS,RE,PS,MN
51383,6477,1,SF,1,100,0.7655
51383,6478,4,PI,1,100,178783,178789,178791,178810
51383,6479,4,PR,1,100,150835,150837,150840,150838
51383,6480,4,PG,1,100,15357,15353,15366,15357
51383,6481,3,EA,1,100,0.372524,0.372425,0.372385
51383,6482,3,EL,1,100,-15852.400391,-15851.400391,-15851.000000
51313,6483,1,T1,1,100,32.798
51327,6484,1,TH,1,100,30.159
51601,6510,4,EM,1,100,RS,RE,PS,MN
51601,6510,4,EM,1,100,RS,RE,PS,MN
51588,6511,3,PI,1,100,178829,178817,178748
51588,6512,3,PR,1,100,150843,150839,150824
51588,6513,3,PG,1,100,15375,15379,15362
51576,6514,2,EA,1,100,0.372405,0.372385
51576,6515,2,EL,1,100,-15851.200195,-15851.000000
51570,6516,1,T1,1,100,32.723
51583,6517,1,TH,1,100,30.080
51588,6518,3,AX,1,100,-0.994,-0.997,-0.991
51588,6519,3,AY,1,100,0.050,0.046,0.046
51588,6520,3,AZ,1,100,-0.448,-0.443,-0.451
51588,6521,3,GX,1,100,-0.732,-0.916,-0.336
51588,6522,3,GY,1,100,0.214,-0.641,-0.031
51588,6523,3,GZ,1,100,0.000,-0.488,-0.427
51588,6524,3,MX,1,100,63,63,63
51588,6525,3,MY,1,100,-35,-35,-35
51588,6526,3,MZ,1,100,-12,-9,-11
51639,6527,1,SF,1,100,0.7567
51626,6528,1,PI,1,100,178704
51626,6529,1,PR,1,100,150812
51626,6530,1,PG,1,100,15329
51639,6531,1,EA,1,100,0.372464
51639,6532,1,EL,1,100,-15851.799805
51626,6533,1,AX,1,100,-0.991
51626,6534,1,AY,1,100,0.043
51626,6535,1,AZ,1,100,-0.450
51626,6536,1,GX,1,100,-0.275
51626,6537,1,GY,1,100,0.153
51626,6538,1,GZ,1,100,-0.336
51626,6539,1,MX,1,100,64
51626,6540,1,MY,1,100,-35
51626,6541,1,MZ,1,100,-10
52006,6545,4,EM,1,100,RS,RB,2025-05-14_11-08-52-060000.csv,PS,MN
51997,6542,1,RB,1,100,2025-05-14_11-08-52-060000
51999,6543,2,UN,1,100,Orden de grabación,2025-05-14_11-08-52-060000
52006,6544,2,UN,1,100,INICIA_GRABACION,2025-05-14_11-08-52-061000
52006,6545,4,EM,1,100,RS,RB,2025-05-14_11-08-52-060000.csv,PS,MN
52006,6546,2,PI,1,100,178735,178743
52006,6547,2,PR,1,100,150816,150824
52006,6548,2,PG,1,100,15329,15335
52004,6549,9,AX,1,100,-1.000,-0.995,-0.991,-0.992,-0.993,-0.996,-0.993,-0.999,-0.992
52004,6550,9,AY,1,100,0.047,0.046,0.044,0.048,0.050,0.044,0.044,0.045,0.049
