timestamp,channelID,sampleTime,value
430313,3102,1,BI,1,100,1120
430313,3103,1,HR,1,100,89.57
430353,3104,1,SF,1,100,19.8826
431045,3172,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431133,3173,4,PI,1,100,177108,177464,177799,177155
431133,3174,4,PR,1,100,149517,149891,150342,149742
431133,3175,4,PG,1,100,13241,13295,13418,13421
431146,3176,2,EA,1,100,0.490108,0.489316
431146,3177,2,EL,1,100,-16750.000000,-16745.400391
431074,3178,1,T1,1,100,33.763
431087,3179,1,TH,1,100,31.246
431052,3180,9,AX,1,100,-1.010,-0.987,-0.911,-0.776,-1.026,-0.769,-1.078,-0.798,-1.173
431052,3181,9,AY,1,100,0.425,0.448,0.249,-0.310,-0.448,-0.026,-0.432,-0.268,-0.521
431052,3182,9,AZ,1,100,0.028,0.107,0.694,0.884,-1.254,-1.965,-1.812,-1.462,0.410
431052,3183,9,GX,1,100,-132.080,-78.766,2.869,285.370,754.059,705.322,143.646,-422.119,-795.135
431052,3184,9,GY,1,100,-7.874,-3.937,19.440,29.358,-15.442,71.716,53.833,-7.782,-47.333
431052,3185,9,GZ,1,100,13.977,11.047,35.919,35.797,-29.480,-53.101,-68.024,22.400,79.834
431052,3186,9,MX,1,100,79,77,78,81,78,70,69,78,81
431052,3187,9,MY,1,100,-38,-37,-36,-36,-35,-35,-34,-35,-34
431052,3188,9,MZ,1,100, 4, 6, 3,-7,-23,-33,-32,-22,-4
431246,3189,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431246,3189,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431249,3190,3,PI,1,100,176608,176805,176860
431249,3191,3,PR,1,100,148681,148928,149431
431249,3192,3,PG,1,100,13239,13254,13376
431210,3193,1,EA,1,100,0.487980
431210,3194,1,EL,1,100,-16737.599609
431203,3195,1,T1,1,100,33.826
431217,3196,1,TH,1,100,31.325
431236,3197,6,AX,1,100,-0.488,-1.168,-0.390,-1.371,-1.056,-0.882
431236,3198,6,AY,1,100,-0.049,-0.480,0.508,-0.543,-0.323,-0.748
431236,3199,6,AZ,1,100,3.211,-1.307,-2.064,-1.567,-1.417,1.117
431236,3200,6,GX,1,100,-507.629,660.828,974.487,74.249,-395.477,-643.219
431236,3201,6,GY,1,100,-79.285,-160.767,3.082,25.909,82.001,-65.430
431236,3202,6,GZ,1,100,57.312,-2.136,-20.569,-130.676,-141.144,59.906
431236,3203,6,MX,1,100,82,82,76,72,77,82
431236,3204,6,MY,1,100,-33,-32,-33,-33,-35,-35
431236,3205,6,MZ,1,100, 0,-21,-32,-31,-23,-10
431340,3206,1,SF,1,100,19.4253
431327,3207,2,PI,1,100,177371,177416
431327,3208,2,PR,1,100,149926,150052
431327,3209,2,PG,1,100,13456,13526
431340,3210,2,EA,1,100,0.487195,0.486991
431340,3211,2,EL,1,100,-16733.000000,-16731.800781
431333,3212,1,T1,1,100,33.889
431347,3213,1,TH,1,100,31.325
431352,3214,3,AX,1,100,-0.995,-0.621,-0.708
431352,3215,3,AY,1,100,0.278,1.013,0.025
431352,3216,3,AZ,1,100,1.149,-2.309,-1.046
431352,3217,3,GX,1,100,-98.022,839.233,276.276
431352,3218,3,GY,1,100,-124.420,-73.639,-15.930
431352,3219,3,GZ,1,100,79.102,30.365,-18.280
431352,3220,3,MX,1,100,81,77,75
431352,3221,3,MY,1,100,-33,-32,-34
431352,3222,3,MZ,1,100,-17,-31,-29
431447,3223,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431447,3223,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431443,3224,3,PI,1,100,176666,176837,176897
431443,3225,3,PR,1,100,148841,148859,149504
431443,3226,3,PG,1,100,13361,13330,13464
431404,3227,1,EA,1,100,0.485532
431404,3228,1,EL,1,100,-16723.199219
431430,3229,2,AX,1,100,-1.474,-0.953
431430,3230,2,AY,1,100,-0.031,-0.633
431430,3231,2,AZ,1,100,-1.418,0.036
431430,3232,2,GX,1,100,-350.067,-647.888
431430,3233,2,GY,1,100,68.146,-8.759
431430,3234,2,GZ,1,100,-148.773,-42.053
431430,3235,2,MX,1,100,78,82
431430,3236,2,MY,1,100,-36,-35
431430,3237,2,MZ,1,100,-23,-8
431518,3238,1,BI,1,100,920
431518,3239,1,HR,1,100,84.15
431518,3240,2,PI,1,100,177369,177760
431518,3241,2,PR,1,100,149946,150365
431518,3242,2,PG,1,100,13515,13610
431531,3243,2,EA,1,100,0.485059,0.484991
431531,3244,2,EL,1,100,-16720.400391,-16720.000000
431463,3245,1,T1,1,100,33.846
431475,3246,1,TH,1,100,31.216
431544,3247,3,AX,1,100,-0.796,-1.047,-0.414
431544,3248,3,AY,1,100,-0.243,0.264,0.192
431544,3249,3,AZ,1,100,2.078,-1.724,-0.986
431544,3250,3,GX,1,100,-319.214,706.421,668.121
431544,3251,3,GY,1,100,-98.633,-109.863,8.026
431544,3252,3,GZ,1,100,69.763,24.292,32.684
431544,3253,3,MX,1,100,82,78,76
431544,3254,3,MY,1,100,-34,-33,-34
431544,3255,3,MZ,1,100,-10,-26,-30
431648,3256,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431648,3256,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431633,3257,3,PI,1,100,176951,176806,176946
431633,3258,3,PR,1,100,149436,148673,149361
431633,3259,3,PG,1,100,13550,13368,13498
431595,3260,1,EA,1,100,0.483780
431595,3261,1,EL,1,100,-16712.800781
431589,3262,1,T1,1,100,33.827
431602,3263,1,TH,1,100,31.216
431621,3264,2,AX,1,100,-1.413,-0.940
431621,3265,2,AY,1,100,0.093,-0.583
431621,3266,2,AZ,1,100,-1.646,-1.136
431621,3267,2,GX,1,100,-147.156,-542.206
431621,3268,2,GY,1,100,14.160,39.368
431621,3269,2,GZ,1,100,-88.043,-94.757
431621,3270,2,MX,1,100,76,81
431621,3271,2,MY,1,100,-34,-36
431621,3272,2,MZ,1,100,-28,-12
431750,3273,1,BI,1,100,240
431750,3274,1,HR,1,100,121.01
431724,3275,1,SF,1,100,19.2006
431761,3276,2,DC,2,100,GX,1
431750,3277,3,PI,1,100,177178,177818,177783
431750,3278,3,PR,1,100,149802,150413,150501
431750,3279,3,PG,1,100,13566,13641,13686
431724,3280,2,EA,1,100,0.482740,0.479255
431724,3281,2,EL,1,100,-16706.599609,-16685.599609
431718,3282,1,T1,1,100,33.783
431731,3283,1,TH,1,100,31.216
431737,3284,3,AX,1,100,-0.907,-1.061,-0.553
431737,3285,3,AY,1,100,-0.687,-0.925,0.994
431737,3286,3,AZ,1,100,1.429,1.592,-3.531
431737,3287,3,GX,1,100,-797.760,-29.694,999.969
431737,3288,3,GY,1,100,-65.521,-114.960,0.580
431737,3289,3,GZ,1,100,43.121,24.750,-45.959
431737,3290,3,MX,1,100,81,81,74
431737,3291,3,MY,1,100,-34,-33,-33
431737,3292,3,MZ,1,100, 2,-8,-32
431854,3293,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431854,3293,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431830,3294,2,PI,1,100,176393,176335
431830,3295,2,PR,1,100,148616,147974
431830,3296,2,PG,1,100,13383,13143
431857,3297,2,EA,1,100,0.476339,0.474878
431857,3298,2,EL,1,100,-16667.800781,-16658.800781
431850,3299,1,T1,1,100,33.906
431863,3300,1,TH,1,100,31.216
431857,3301,3,AX,1,100,-0.709,-1.469,-0.741
431857,3302,3,AY,1,100,-0.411,-0.098,-0.511
431857,3303,3,AZ,1,100,-0.309,-1.821,-0.875
431857,3304,3,GX,1,100,508.911,-218.964,-469.818
431857,3305,3,GY,1,100,11.536,33.081,-9.460
431857,3306,3,GZ,1,100,-36.499,-126.740,30.792
431857,3307,3,MX,1,100,71,72,82
431857,3308,3,MY,1,100,-34,-35,-35
431857,3309,3,MZ,1,100,-31,-29,-15
431947,3310,3,PI,1,100,176859,177396,178008
431947,3311,3,PR,1,100,149004,149938,150603
431947,3312,3,PG,1,100,13283,13417,13537
431921,3313,1,EA,1,100,0.476144
431921,3314,1,EL,1,100,-16666.599609
431934,3315,2,AX,1,100,-0.918,-0.972
431934,3316,2,AY,1,100,-0.728,0.083
431934,3317,2,AZ,1,100,1.967,1.300
431934,3318,2,GX,1,100,-764.923,16.907
431934,3319,2,GY,1,100,-72.968,-32.898
431934,3320,2,GZ,1,100,89.600,26.367
431934,3321,2,MX,1,100,81,82
431934,3322,2,MY,1,100,-35,-33
431934,3323,2,MZ,1,100,-1,-14
432055,3324,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432055,3324,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
431984,3325,1,BI,1,100,240
431984,3326,1,HR,1,100,149.68
432050,3327,1,SF,1,100,18.9785
432024,3328,2,PI,1,100,177834,177103
432024,3329,2,PR,1,100,150467,149374
432024,3330,2,PG,1,100,13564,13409
432050,3331,2,EA,1,100,0.479453,0.480942
432050,3332,2,EL,1,100,-16686.800781,-16695.800781
431979,3333,1,T1,1,100,33.818
431992,3334,1,TH,1,100,31.206
432050,3335,3,AX,1,100,-0.552,-1.199,-1.113
432050,3336,3,AY,1,100,0.352,-0.345,-0.106
432050,3337,3,AZ,1,100,-2.208,-1.195,-1.553
432050,3338,3,GX,1,100,923.035,429.932,-266.479
432050,3339,3,GY,1,100,21.088,56.458,-13.763
432050,3340,3,GZ,1,100,-27.161,-85.754,-75.348
432050,3341,3,MX,1,100,76,72,76
432050,3342,3,MY,1,100,-32,-33,-36
432050,3343,3,MZ,1,100,-30,-31,-24
432138,3344,3,PI,1,100,177133,177279,177600
432138,3345,3,PR,1,100,149397,149797,150139
432138,3346,3,PG,1,100,13380,13445,13498
432114,3347,1,EA,1,100,0.481008
432114,3348,1,EL,1,100,-16696.199219
432107,3349,1,T1,1,100,33.850
432120,3350,1,TH,1,100,31.206
432126,3351,2,AX,1,100,-0.877,-0.800
432126,3352,2,AY,1,100,-0.485,-0.516
432126,3353,2,AZ,1,100,-0.343,2.570
432126,3354,2,GX,1,100,-587.158,-586.090
432126,3355,2,GY,1,100,-47.485,-63.538
432126,3356,2,GZ,1,100,47.943,72.144
432126,3357,2,MX,1,100,82,82
432126,3358,2,MY,1,100,-35,-34
432126,3359,2,MZ,1,100,-10,-4
432256,3360,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432256,3360,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432254,3361,3,PI,1,100,178124,177444,177055
432254,3362,3,PR,1,100,150724,149977,148850
432254,3363,3,PG,1,100,13626,13569,13339
432243,3364,2,EA,1,100,0.481240,0.481906
432243,3365,2,EL,1,100,-16697.599609,-16701.599609
432236,3366,1,T1,1,100,33.758
432249,3367,1,TH,1,100,31.261
432243,3368,3,AX,1,100,-1.196,-0.478,-1.149
432243,3369,3,AY,1,100,-0.189,0.738,-0.189
432243,3370,3,AZ,1,100,-0.267,-2.722,-0.733
432243,3371,3,GX,1,100,399.078,948.792,101.227
432243,3372,3,GY,1,100,-101.196,8.698,12.787
432243,3373,3,GZ,1,100,7.507,-3.937,-91.278
432243,3374,3,MX,1,100,81,74,73
432243,3375,3,MY,1,100,-33,-33,-34
432243,3376,3,MZ,1,100,-20,-31,-30
432306,3377,1,SF,1,100,18.7589
432333,3378,2,PI,1,100,177373,177423
432333,3379,2,PR,1,100,149589,149968
432333,3380,2,PG,1,100,13449,13536
432306,3381,1,EA,1,100,0.481606
432306,3382,1,EL,1,100,-16699.800781
432360,3383,3,AX,1,100,-1.271,-0.817,-1.103
432360,3384,3,AY,1,100,-0.203,-0.208,-0.162
432360,3385,3,AZ,1,100,-1.195,-0.371,2.936
432360,3386,3,GX,1,100,-371.216,-443.756,-385.315
432360,3387,3,GY,1,100,27.283,-15.808,-27.832
432360,3388,3,GZ,1,100,-116.791,28.748,50.171
432360,3389,3,MX,1,100,77,81,82
432360,3390,3,MY,1,100,-37,-36,-35
432360,3391,3,MZ,1,100,-24,-12,-11
432457,3392,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432457,3392,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432412,3393,1,BI,1,100,440
432412,3394,1,HR,1,100,146.72
432452,3395,3,PI,1,100,177765,177886,177267
432452,3396,3,PR,1,100,150253,150296,149294
432452,3397,3,PG,1,100,13576,13605,13451
432439,3398,2,EA,1,100,0.481973,0.483310
432439,3399,2,EL,1,100,-16702.000000,-16710.000000
432366,3400,1,T1,1,100,33.789
432380,3401,1,TH,1,100,31.261
432439,3402,2,AX,1,100,-1.049,-0.706
432439,3403,2,AY,1,100,-0.399,0.239
432439,3404,2,AZ,1,100,-1.210,-1.725
432439,3405,2,GX,1,100,481.323,809.052
432439,3406,2,GY,1,100,-72.388,15.961
432439,3407,2,GZ,1,100,0.397,-8.698
432439,3408,2,MX,1,100,77,71
432439,3409,2,MY,1,100,-35,-35
432439,3410,2,MZ,1,100,-26,-32
432530,3411,2,PI,1,100,177216,177517
432530,3412,2,PR,1,100,148607,149619
432530,3413,2,PG,1,100,13288,13474
432505,3414,1,EA,1,100,0.482339
432505,3415,1,EL,1,100,-16704.199219
432498,3416,1,T1,1,100,33.838
432512,3417,1,TH,1,100,31.281
432556,3418,3,AX,1,100,-1.212,-1.139,-0.911
432556,3419,3,AY,1,100,-0.207,-0.122,-0.220
432556,3420,3,AZ,1,100,-0.717,-1.164,-0.236
432556,3421,3,GX,1,100,-47.699,-295.624,-424.988
432556,3422,3,GY,1,100,-37.598,22.980,-16.144
432556,3423,3,GZ,1,100,-56.122,-71.625,12.146
432556,3424,3,MX,1,100,71,75,80
432556,3425,3,MY,1,100,-37,-37,-37
432556,3426,3,MZ,1,100,-29,-25,-15
432658,3427,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432658,3427,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432646,3428,1,BI,1,100,240
432646,3429,1,HR,1,100,169.67
432634,3430,1,SF,1,100,18.5419
432646,3431,3,PI,1,100,177502,177775,177936
432646,3432,3,PR,1,100,149969,150265,150425
432646,3433,3,PG,1,100,13558,13613,13659
432634,3434,2,EA,1,100,0.481806,0.482306
432634,3435,2,EL,1,100,-16701.000000,-16704.000000
432628,3436,1,T1,1,100,33.788
432640,3437,1,TH,1,100,31.281
432634,3438,2,AX,1,100,-1.004,-1.189
432634,3439,2,AY,1,100,-0.523,-0.533
432634,3440,2,AZ,1,100,2.047,-0.623
432634,3441,2,GX,1,100,-401.062,385.162
432634,3442,2,GY,1,100,-34.241,-49.164
432634,3443,2,GZ,1,100,29.480,-19.348
432634,3444,2,MX,1,100,80,77
432634,3445,2,MY,1,100,-37,-38
432634,3446,2,MZ,1,100,-11,-26
432736,3447,2,PI,1,100,177106,176910
432736,3448,2,PR,1,100,149193,148399
432736,3449,2,PG,1,100,13425,13176
432761,3450,2,EA,1,100,0.482573,0.481074
432761,3451,2,EL,1,100,-16705.599609,-16696.599609
432755,3452,1,T1,1,100,33.731
432768,3453,1,TH,1,100,31.335
432749,3454,3,AX,1,100,-1.011,-0.893,-1.312
432749,3455,3,AY,1,100,0.163,0.028,-0.326
432749,3456,3,AZ,1,100,-1.809,-0.697,-1.261
432749,3457,3,GX,1,100,830.750,-20.050,-348.511
432749,3458,3,GY,1,100,-7.050,-60.516,-14.984
432749,3459,3,GZ,1,100,-47.058,-21.515,-81.970
432749,3460,3,MX,1,100,67,68,72
432749,3461,3,MY,1,100,-37,-40,-41
432749,3462,3,MZ,1,100,-31,-28,-22
432859,3463,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432859,3463,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
432852,3464,3,PI,1,100,177250,177354,177560
432852,3465,3,PR,1,100,149586,150026,150230
432852,3466,3,PG,1,100,13356,13434,13466
432826,3467,1,EA,1,100,0.480842
432826,3468,1,EL,1,100,-16695.199219
432865,3469,3,AX,1,100,-1.333,-1.501,-1.083
432865,3470,3,AY,1,100,-0.789,-0.463,-0.052
432865,3471,3,AZ,1,100,-1.021,-0.021,0.162
432865,3472,3,GX,1,100,-567.505,-639.313,-347.351
432865,3473,3,GY,1,100,61.188,84.290,85.449
432865,3474,3,GZ,1,100,-114.685,-79.254,-26.062
432865,3475,3,MX,1,100,72,71,70
432865,3476,3,MY,1,100,-43,-45,-43
432865,3477,3,MZ,1,100,-15,-8,-7
432926,3478,1,BI,1,100,280
432926,3479,1,HR,1,100,179.59
432953,3480,1,SF,1,100,18.3274
432966,3481,3,PI,1,100,177620,177701,177627
432966,3482,3,PR,1,100,150396,150403,150257
432966,3483,3,PG,1,100,13525,13548,13550
432953,3484,2,EA,1,100,0.481041,0.481606
432953,3485,2,EL,1,100,-16696.400391,-16699.800781
432884,3486,1,T1,1,100,33.742
432896,3487,1,TH,1,100,31.335
432940,3488,2,AX,1,100,-0.776,-0.988
432940,3489,2,AY,1,100,-0.101,-0.212
432940,3490,2,AZ,1,100,0.236,-0.707
432940,3491,2,GX,1,100,74.554,406.921
432940,3492,2,GY,1,100,80.414,70.099
432940,3493,2,GZ,1,100,43.671,-54.108
432940,3494,2,MX,1,100,72,67
432940,3495,2,MY,1,100,-42,-43
432940,3496,2,MZ,1,100,-13,-21
433060,3497,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433162,3526,3,GZ,1,100,-140.381,-82.092,-31.921
433162,3527,3,MX,1,100,50,59,70
433162,3528,3,MY,1,100,-35,-35,-35
433162,3529,3,MZ,1,100,-36,-34,-25
433261,3530,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433261,3530,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433200,3531,1,BI,1,100,280
433200,3532,1,HR,1,100,187.30
433240,3533,2,PI,1,100,177759,177978
433240,3534,2,PR,1,100,150149,150329
433240,3535,2,PG,1,100,13543,13583
433213,3536,1,EA,1,100,0.481706
433213,3537,1,EL,1,100,-16700.400391
433272,3538,1,T1,1,100,33.769
433240,3539,2,AX,1,100,-0.609,-0.531
433240,3540,2,AY,1,100,-0.130,-0.020
433240,3541,2,AZ,1,100,0.199,0.530
433240,3542,2,GX,1,100,-502.441,-351.227
433240,3543,2,GY,1,100,-124.573,-117.615
433240,3544,2,GZ,1,100,-3.754,40.405
433240,3545,2,MX,1,100,75,78
433240,3546,2,MY,1,100,-36,-36
433240,3547,2,MZ,1,100,-14,-4
433342,3548,1,SF,1,100,18.1154
433356,3549,3,PI,1,100,178196,178292,178338
433356,3550,3,PR,1,100,150460,150564,150653
433356,3551,3,PG,1,100,13613,13628,13676
433342,3552,2,EA,1,100,0.481873,0.482273
433342,3553,2,EL,1,100,-16701.400391,-16703.800781
433285,3554,1,TH,1,100,31.206
433356,3555,3,AX,1,100,-0.644,-0.362,-0.489
433356,3556,3,AY,1,100,0.272,0.531,0.093
433356,3557,3,AZ,1,100,1.237,1.610,1.686
433356,3558,3,GX,1,100,-301.483,-151.764,34.027
433356,3559,3,GY,1,100,-20.844,8.636,-13.062
433356,3560,3,GZ,1,100,31.433,36.102,26.398
433356,3561,3,MX,1,100,78,77,79
433356,3562,3,MY,1,100,-36,-35,-36
433356,3563,3,MZ,1,100, 0, 2, 0
433462,3564,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433462,3564,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433472,3565,3,PI,1,100,178344,178294,178200
433472,3566,3,PR,1,100,150686,150626,150513
433472,3567,3,PG,1,100,13697,13699,13681
433472,3568,2,EA,1,100,0.483008,0.482908
433472,3569,2,EL,1,100,-16708.199219,-16707.599609
433400,3570,1,T1,1,100,33.829
433414,3571,1,TH,1,100,31.206
433472,3572,3,AX,1,100,-0.503,-0.906,-1.115
433472,3573,3,AY,1,100,-0.584,-1.737,-3.721
433472,3574,3,AZ,1,100,1.258,0.585,-0.957
433472,3575,3,GX,1,100,274.048,517.151,579.010
433472,3576,3,GY,1,100,-43.701,-46.143,40.070
433472,3577,3,GZ,1,100,-20.905,-76.111,-90.149
433472,3578,3,MX,1,100,78,73,63
433472,3579,3,MY,1,100,-36,-38,-39
433472,3580,3,MZ,1,100,-8,-21,-33
433584,3581,2,DC,2,100,GX,1
433547,3582,2,PI,1,100,178169,178144
433547,3583,2,PR,1,100,150380,150014
433547,3584,2,PG,1,100,13667,13577
433535,3585,1,EA,1,100,0.480510
433535,3586,1,EL,1,100,-16693.199219
433528,3587,1,T1,1,100,33.820
433542,3588,1,TH,1,100,31.241
433547,3589,2,AX,1,100,0.143,-0.125
433547,3590,2,AY,1,100,-4.384,-2.920
433547,3591,2,AZ,1,100,-2.890,-3.421
433547,3592,2,GX,1,100,764.526,999.969
433547,3593,2,GY,1,100,210.327,74.493
433547,3594,2,GZ,1,100,30.945,12.329
433547,3595,2,MX,1,100,45,23
433547,3596,2,MY,1,100,-36,-35
433547,3597,2,MZ,1,100,-40,-30
433663,3598,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433663,3598,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433664,3599,1,SF,1,100,17.9059
433664,3600,3,PI,1,100,177988,177614,178064
433664,3601,3,PR,1,100,149364,149137,149456
433664,3602,3,PG,1,100,13445,13364,13338
433664,3603,2,EA,1,100,0.476958,0.475494
433664,3604,2,EL,1,100,-16671.599609,-16662.599609
433658,3605,1,T1,1,100,33.816
433670,3606,1,TH,1,100,31.234
433664,3607,3,AX,1,100,-0.179,0.140,0.150
433664,3608,3,AY,1,100,-2.634,-2.674,-2.037
433664,3609,3,AZ,1,100,-2.625,-1.764,-1.713
433664,3610,3,GX,1,100,532.654,-429.962,-562.592
433664,3611,3,GY,1,100,-76.477,-1.404,99.915
433664,3612,3,GZ,1,100,-192.322,3.784,44.861
433664,3613,3,MX,1,100,18,28,37
433664,3614,3,MY,1,100,-32,-31,-31
433664,3615,3,MZ,1,100,-28,-38,-43
433780,3616,1,BI,1,100,600
433780,3617,1,HR,1,100,167.90
433780,3618,3,PI,1,100,178254,178146,178266
433780,3619,3,PR,1,100,149700,149778,150152
433780,3620,3,PG,1,100,13350,13372,13460
433728,3621,1,EA,1,100,0.474490
433728,3622,1,EL,1,100,-16656.400391
433780,3623,3,AX,1,100,-0.645,-0.826,-0.249
433780,3624,3,AY,1,100,-2.057,-2.821,-2.167
433780,3625,3,AZ,1,100,-2.201,-1.031,0.643
433780,3626,3,GX,1,100,-541.016,-865.479,-907.043
433780,3627,3,GY,1,100,42.725,3.326,-115.479
433780,3628,3,GZ,1,100,-130.615,-122.192,27.344
433780,3629,3,MX,1,100,52,73,84
433780,3630,3,MY,1,100,-28,-30,-31
433780,3631,3,MZ,1,100,-44,-32,-12
433864,3632,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433864,3632,4,EM,1,100,RS,RB,2025-05-14_11-15-22-871000.csv,PS,MN
433857,3633,2,PI,1,100,178561,178608
433857,3634,2,PR,1,100,150437,150515
433857,3635,2,PG,1,100,13527,13559
433857,3636,2,EA,1,100,0.472560,0.472336
433857,3637,2,EL,1,100,-16644.400391,-16643.000000
433786,3638,1,T1,1,100,33.743
433799,3639,1,TH,1,100,31.236
433857,3640,2,AX,1,100,-0.640,-0.591
433857,3641,2,AY,1,100,-1.010,0.012
433857,3642,2,AZ,1,100,1.191,2.100
433857,3643,2,GX,1,100,-477.448,-246.948
433857,3644,2,GY,1,100,-171.570,-134.827
433857,3645,2,GZ,1,100,16.846,9.613
433857,3646,2,MX,1,100,84,84
433857,3647,2,MY,1,100,-32,-29
433857,3648,2,MZ,1,100, 0, 9
433921,3649,1,SF,1,100,17.6987
433973,3650,3,PI,1,100,178617,178651,178680
433973,3651,3,PR,1,100,150578,150714,150728
433973,3652,3,PG,1,100,13593,13654,13659
433921,3653,1,EA,1,100,0.474878
433921,3654,1,EL,1,100,-16658.800781
433915,3655,1,T1,1,100,33.747
433928,3656,1,TH,1,100,31.229
